word,original_word,severity,confidence,avg_toxicity,max_toxicity,median_toxicity,natural_usage_score,final_score,high_toxicity_percentage,sentences_analyzed,word_length,has_symbols,has_numbers,has_spaces
femdomy,femdom,UNOFFENSIVE,0.823474727756111,0.1255143592541571,0.9924237728118896,0.0065809313673526,0.176525272243889,0.176525272243889,5.0,20,7,0,0,0
femdomwad,femdom,UNOFFENSIVE,0.8,0.1886799986328697,0.9778533577919006,0.0076479241251945,0.2132877121964702,0.2132877121964702,5.0,20,9,0,0,0
femdomes,femdom,UNOFFENSIVE,0.8402368680806831,0.1054505185456946,0.946863055229187,0.0060217175632715,0.1597631319193169,0.1597631319193169,5.0,20,8,0,0,0
femdomhead,femdom,LOW,0.5,0.3164131444005761,0.9540820717811584,0.092317346483469,0.3129512977635022,0.3129512977635022,15.0,20,10,0,0,0
femdombag,femdom,UNOFFENSIVE,0.8622877691005124,0.0830590512574417,0.8752101063728333,0.0011859650257974,0.1377122308994876,0.1377122308994876,5.0,20,9,0,0,0
femdoms,femdom,UNOFFENSIVE,0.8968142194894608,0.0873700665950309,0.4906912446022033,0.0056487203110009,0.1031857805105392,0.1031857805105392,0.0,20,7,0,0,0
femdomface,femdom,UNOFFENSIVE,0.8186396932508797,0.1332375913159921,0.9902002215385436,0.0079924326855689,0.1813603067491203,0.1813603067491203,5.0,20,10,0,0,0
femdomer,femdom,UNOFFENSIVE,0.8158840514870827,0.1534832900448236,0.8993315100669861,0.0069760782644152,0.1841159485129174,0.1841159485129174,5.0,20,8,0,0,0
femdom,femdom,LOW,0.5,0.2604873592121294,0.9981864094734192,0.0105563593097031,0.2592779642675304,0.2592779642675304,15.0,20,6,0,0,0
femdoming,femdom,UNOFFENSIVE,0.95757364319521,0.0255665318749379,0.2610006928443908,0.0032878946512937,0.0424263568047899,0.0424263568047899,0.0,20,9,0,0,0
figgingface,figging,UNOFFENSIVE,0.8354061994294171,0.133618841326097,0.7213915586471558,0.0409444663673639,0.1645938005705829,0.1645938005705829,0.0,20,11,0,0,0
figginger,figging,UNOFFENSIVE,0.8,0.1803038301964989,0.8612574338912964,0.0214963937178254,0.2007569596223766,0.2007569596223766,10.0,20,9,0,0,0
figgingly,figging,UNOFFENSIVE,0.8311349963140674,0.1221311401051934,0.9508906602859496,0.0016575119807384,0.1688650036859326,0.1688650036859326,10.0,20,9,0,0,0
figging,figging,UNOFFENSIVE,0.8340179420920322,0.1261627109925029,0.899275004863739,0.0011897694203071,0.1659820579079678,0.1659820579079678,5.0,20,7,0,0,0
figgings,figging,UNOFFENSIVE,0.8624318444728851,0.106522340583615,0.728582501411438,0.0026550034526735,0.1375681555271148,0.1375681555271148,0.0,20,8,0,0,0
figgingy,figging,UNOFFENSIVE,0.8090668045077473,0.1477030003676191,0.9966602325439452,0.008817906724289,0.1909331954922527,0.1909331954922527,10.0,20,8,0,0,0
figgingwad,figging,LOW,0.5,0.2534035257500363,0.9895175099372864,0.1037181755527854,0.2821093191095861,0.2821093191095861,10.0,20,10,0,0,0
figginged,figging,UNOFFENSIVE,0.8718406297563343,0.0579968347534304,0.9296467304229736,0.0013219878310337,0.1281593702436657,0.1281593702436657,5.0,20,9,0,0,0
figginges,figging,UNOFFENSIVE,0.8,0.1774693466577446,0.885296642780304,0.022568380460143,0.2017817864107201,0.2017817864107201,10.0,20,9,0,0,0
figgingbag,figging,LOW,0.5,0.4277613918762654,0.9823582768440248,0.3720653355121612,0.4665122634638101,0.4665122634638101,20.0,20,10,0,0,0
figginging,figging,UNOFFENSIVE,0.8337139852991095,0.1098679959628498,0.994946539402008,0.0029018772765994,0.1662860147008905,0.1662860147008905,5.0,20,10,0,0,0
figginghead,figging,LOW,0.5,0.3705407803383423,0.9156798124313354,0.3665167540311813,0.4238474756554933,0.4238474756554933,20.0,20,11,0,0,0
fingerbang,fingerbang,UNOFFENSIVE,0.8,0.1937988823832711,0.9938448667526244,0.0355077255517244,0.2263161337707424,0.2263161337707424,10.0,20,10,0,0,0
fingerbanged,fingerbang,UNOFFENSIVE,0.92127055724035,0.0455731190682854,0.5041965246200562,0.0032197295222431,0.0787294427596498,0.0787294427596498,0.0,20,12,0,0,0
fingerbanging,fingerbang,UNOFFENSIVE,0.8047074325848371,0.1481090395245701,0.9611695408821106,0.0343672987073659,0.1952925674151629,0.1952925674151629,5.0,20,13,0,0,0
fingerbangly,fingerbang,UNOFFENSIVE,0.8,0.1890568145463476,0.9969106316566468,0.0210972176864743,0.2194543171994155,0.2194543171994155,15.0,20,12,0,0,0
fingerbangy,fingerbang,UNOFFENSIVE,0.8451111431373284,0.1278217094717547,0.6601365804672241,0.0406072437763214,0.1548888568626716,0.1548888568626716,0.0,20,11,0,0,0
fingerbangbag,fingerbang,LOW,0.5158574319537729,0.4480197167489678,0.9919643402099608,0.4928305596113205,0.5158574319537729,0.5158574319537729,25.0,20,13,0,0,0
fingerbangs,fingerbang,UNOFFENSIVE,0.8047913561033784,0.1614389248163206,0.7580832839012146,0.0751232020556926,0.1952086438966216,0.1952086438966216,0.0,20,11,0,0,0
fingerbangface,fingerbang,LOW,0.5,0.3292975791817298,0.993532657623291,0.1483571529388427,0.3414389591530198,0.3414389591530198,10.0,20,14,0,0,0
fingerbanghead,fingerbang,LOW,0.5,0.3795909670414403,0.8962094187736511,0.2086377292871475,0.3799668408883735,0.3799668408883735,20.0,20,14,0,0,0
fingerbanger,fingerbang,UNOFFENSIVE,0.8,0.1832108956237789,0.8534269332885742,0.0707478802651166,0.2164935947826597,0.2164935947826597,5.0,20,12,0,0,0
fingerbanges,fingerbang,UNOFFENSIVE,0.8434018809703412,0.1437803447275655,0.5567113757133484,0.0488625820726156,0.1565981190296588,0.1565981190296588,0.0,20,12,0,0,0
fingerbangwad,fingerbang,LOW,0.5,0.3530404277378693,0.9940128922462464,0.1581018641591072,0.3586561051150784,0.3586561051150784,20.0,20,13,0,0,0
fingeringed,fingering,UNOFFENSIVE,0.8,0.2117853460775222,0.9866979718208312,0.01856270711869,0.2313098169642034,0.2313098169642034,10.0,20,11,0,0,0
fingering,fingering,UNOFFENSIVE,0.8,0.2214379997429205,0.9897163510322572,0.0280478782951831,0.2402487984375329,0.2402487984375329,5.0,20,9,0,0,0
fingeringbag,fingering,LOW,0.5,0.2826484250719659,0.9921510219573976,0.202063076198101,0.3294230800983496,0.3294230800983496,5.0,20,12,0,0,0
fingeringy,fingering,UNOFFENSIVE,0.8545388587680645,0.0722242569434456,0.9975449442863464,0.0079069754574447,0.1454611412319355,0.1454611412319355,5.0,20,10,0,0,0
fingeringes,fingering,UNOFFENSIVE,0.8,0.2177244355319999,0.9959208965301514,0.0324358539655804,0.2399575071618892,0.2399575071618892,10.0,20,11,0,0,0
fingeringer,fingering,UNOFFENSIVE,0.9872627070877934,0.0114627494855085,0.0425398796796798,0.005352184176445,0.0127372929122066,0.0127372929122066,0.0,20,11,0,0,0
fingeringing,fingering,UNOFFENSIVE,0.8099713782803155,0.1445872151874937,0.982503056526184,0.016753289848566,0.1900286217196844,0.1900286217196844,5.0,20,12,0,0,0
fingerings,fingering,UNOFFENSIVE,0.9821798054449028,0.0098168455675477,0.1162170395255088,0.0010279442067258,0.0178201945550972,0.0178201945550972,0.0,20,10,0,0,0
fingeringwad,fingering,LOW,0.5,0.3135097270307597,0.9970760345458984,0.1266483329236507,0.3258079395501408,0.3258079395501408,15.0,20,12,0,0,0
fingeringly,fingering,UNOFFENSIVE,0.8,0.1918028402054915,0.97048157453537,0.0081668952479958,0.2145799301512306,0.2145799301512306,15.0,20,11,0,0,0
fingeringface,fingering,UNOFFENSIVE,0.8,0.1444867877231445,0.994551122188568,0.0618405751883983,0.204699357409263,0.204699357409263,5.0,20,13,0,0,0
fingeringhead,fingering,LOW,0.5,0.3423834138549864,0.800011157989502,0.307511955499649,0.3776847507618368,0.3776847507618368,5.0,20,13,0,0,0
fistingy,fisting,UNOFFENSIVE,0.8,0.2325973186350893,0.9956401586532592,0.0276141306385397,0.2474066462379414,0.2474066462379414,20.0,20,8,0,0,0
fistinging,fisting,LOW,0.5,0.2248081391211599,0.997833788394928,0.0853712148964405,0.2602796267811209,0.2602796267811209,15.0,20,10,0,0,0
fistinghead,fisting,LOW,0.5438606650137808,0.4778931390086655,0.9943401217460632,0.5256358981132507,0.5438606650137808,0.5438606650137808,30.0,20,11,0,0,0
fistinger,fisting,UNOFFENSIVE,0.9722233150713144,0.0169974978431127,0.1688645035028457,0.0023057862417772,0.0277766849286854,0.0277766849286854,0.0,20,9,0,0,0
fistings,fisting,UNOFFENSIVE,0.8173085947253276,0.1349615426792297,0.9966740608215332,0.0068235786166042,0.1826914052746724,0.1826914052746724,5.0,20,8,0,0,0
fistinges,fisting,UNOFFENSIVE,0.8613209198554979,0.1187471584649756,0.6445042490959167,0.0099345338530838,0.1386790801445022,0.1386790801445022,0.0,20,9,0,0,0
fistingly,fisting,UNOFFENSIVE,0.8283481487090467,0.1173113682278199,0.9735541343688964,0.0130320563912391,0.1716518512909533,0.1716518512909533,10.0,20,9,0,0,0
fistinged,fisting,UNOFFENSIVE,0.8,0.1717288253566948,0.9951713681221008,0.0214846236631274,0.2089998191251652,0.2089998191251652,15.0,20,9,0,0,0
fistingbag,fisting,LOW,0.5,0.280255357309943,0.9837465882301332,0.1730619966983795,0.318446472218493,0.318446472218493,10.0,20,10,0,0,0
fistingwad,fisting,LOW,0.5,0.3061494292458519,0.9976855516433716,0.1462716236710548,0.3273396998131648,0.3273396998131648,20.0,20,10,0,0,0
fistingface,fisting,UNOFFENSIVE,0.8,0.1850527472561225,0.9240692257881165,0.0516720060259103,0.2189401727402583,0.2189401727402583,5.0,20,11,0,0,0
fisting,fisting,UNOFFENSIVE,0.8146893741842359,0.1520974756684154,0.7196999192237854,0.0736071616411209,0.185310625815764,0.185310625815764,0.0,20,7,0,0,0
foot fetishy,foot fetish,LOW,0.5,0.2734017193433828,0.7333970069885254,0.237690158188343,0.3086877797613852,0.3086877797613852,0.0,20,12,0,0,1
foot fetished,foot fetish,UNOFFENSIVE,0.8579322031256743,0.1134465652634389,0.5826972723007202,0.052433768287301,0.1420677968743257,0.1420677968743257,0.0,20,13,0,0,1
foot fetishes,foot fetish,LOW,0.5,0.3735167953185737,0.8541788458824158,0.3096269071102142,0.40241603391245,0.40241603391245,15.0,20,13,0,0,1
foot fetishs,foot fetish,LOW,0.5,0.4412851702421904,0.9933979511260986,0.3684894889593124,0.4746577439457178,0.4746577439457178,40.0,20,12,0,0,1
foot fetisher,foot fetish,LOW,0.5,0.2990439546061679,0.8974446654319763,0.1534887328743934,0.3152174591692164,0.3152174591692164,10.0,20,13,0,0,1
foot fetishly,foot fetish,LOW,0.5,0.2569066107273102,0.9171685576438904,0.1627801433205604,0.2946948651969433,0.2946948651969433,5.0,20,13,0,0,1
foot fetishhead,foot fetish,MEDIUM,0.7527042505145072,0.6727917239069938,0.9966555833816528,0.831212192773819,0.7527042505145072,0.7527042505145072,55.00000000000001,20,15,0,0,1
foot fetishface,foot fetish,LOW,0.5332836758717894,0.4720972398295998,0.8383941650390625,0.5539530515670776,0.5332836758717894,0.5332836758717894,5.0,20,15,0,0,1
foot fetishwad,foot fetish,LOW,0.5516551884636283,0.5219441631808877,0.9149789214134216,0.489969328045845,0.5516551884636283,0.5516551884636283,30.0,20,14,0,0,1
foot fetishbag,foot fetish,MEDIUM,0.7106200067698956,0.6355701334774494,0.9934808015823364,0.7664328217506409,0.7106200067698956,0.7106200067698956,40.0,20,14,0,0,1
foot fetish,foot fetish,LOW,0.5606392143666744,0.5013056643307209,0.9461009502410888,0.55081906914711,0.5606392143666744,0.5606392143666744,30.0,20,11,0,0,1
foot fetishing,foot fetish,LOW,0.5,0.2796307102311403,0.9688203930854796,0.2500277832150459,0.3396688004117459,0.3396688004117459,5.0,20,14,0,0,1
footjoby,footjob,UNOFFENSIVE,0.8,0.1790773089160211,0.9961631298065186,0.0232305293902754,0.2140318571473471,0.2140318571473471,15.0,20,8,0,0,0
footjobes,footjob,UNOFFENSIVE,0.802031434973469,0.1441390503605362,0.9748901724815368,0.0466537252068519,0.1979685650265309,0.1979685650265309,5.0,20,9,0,0,0
footjobing,footjob,UNOFFENSIVE,0.8,0.1931140960310585,0.9982491731643676,0.0121597191318869,0.219341290674638,0.219341290674638,15.0,20,10,0,0,0
footjobbag,footjob,LOW,0.5,0.2525904279842507,0.8343443870544434,0.1598453093320131,0.2829422882955986,0.2829422882955986,5.0,20,10,0,0,0
footjob,footjob,UNOFFENSIVE,0.8018160351389088,0.1602225431590341,0.9985207915306092,0.0073278660420328,0.1981839648610912,0.1981839648610912,10.0,20,7,0,0,0
footjobface,footjob,LOW,0.5,0.2230358711181907,0.9934552311897278,0.0751512460410595,0.255712419602205,0.255712419602205,10.0,20,11,0,0,0
footjobwad,footjob,UNOFFENSIVE,0.8,0.1663085017091362,0.9636856317520142,0.0161476843059062,0.200997969492455,0.200997969492455,5.0,20,10,0,0,0
footjobs,footjob,LOW,0.5,0.2106372655165614,0.9919273853302002,0.1511520221829414,0.2709207044978393,0.2709207044978393,5.0,20,8,0,0,0
footjobly,footjob,LOW,0.5,0.3058730926422868,0.9977959394454956,0.013068035012111,0.2872238600335549,0.2872238600335549,30.0,20,9,0,0,0
footjobed,footjob,LOW,0.5,0.3969582791702123,0.9972980618476868,0.1468279808759689,0.3819531679496867,0.3819531679496867,30.0,20,9,0,0,0
footjobhead,footjob,UNOFFENSIVE,0.8082759251678362,0.1790811142651364,0.8025769591331482,0.0133923678658902,0.1917240748321637,0.1917240748321637,5.0,20,11,0,0,0
footjober,footjob,UNOFFENSIVE,0.8874637848307612,0.0837999991170363,0.6159473657608032,0.002204930409789,0.1125362151692388,0.1125362151692388,0.0,20,9,0,0,0
frottingly,frotting,UNOFFENSIVE,0.8,0.2156461503152968,0.9679994583129884,0.0109572536312043,0.2294748121098382,0.2294748121098382,15.0,20,10,0,0,0
frottinging,frotting,UNOFFENSIVE,0.8496646143496036,0.0994694216642528,0.8915485739707947,0.0049962508492171,0.1503353856503963,0.1503353856503963,5.0,20,11,0,0,0
frottings,frotting,UNOFFENSIVE,0.8,0.2255526414257474,0.9829189777374268,0.0077462036861106,0.2359473437350243,0.2359473437350243,10.0,20,9,0,0,0
frottinges,frotting,UNOFFENSIVE,0.9802365195262246,0.0163309891126118,0.0824622735381126,0.0057288655079901,0.0197634804737754,0.0197634804737754,0.0,20,10,0,0,0
frottingy,frotting,UNOFFENSIVE,0.8018569785240106,0.163019834307488,0.9946799874305724,0.0028770738281309,0.1981430214759894,0.1981430214759894,15.0,20,9,0,0,0
frottingface,frotting,LOW,0.5,0.2945087045955006,0.99400132894516,0.1046487726271152,0.3074999874399509,0.3074999874399509,15.0,20,12,0,0,0
frottingwad,frotting,UNOFFENSIVE,0.8085603381006513,0.1528009015659336,0.9897955060005188,0.0025985678657889,0.1914396618993487,0.1914396618993487,10.0,20,11,0,0,0
frotting,frotting,UNOFFENSIVE,0.845537318852148,0.1199606117181247,0.8160815238952637,0.0029272057581692,0.1544626811478519,0.1544626811478519,5.0,20,8,0,0,0
frottingbag,frotting,LOW,0.5,0.2713453333970392,0.9593309760093688,0.1020342074334621,0.289350559869199,0.289350559869199,20.0,20,11,0,0,0
frottinghead,frotting,LOW,0.5275056392315309,0.4665181960270274,0.974835216999054,0.500370666384697,0.5275056392315309,0.5275056392315309,15.0,20,12,0,0,0
frottinger,frotting,UNOFFENSIVE,0.9360767216345992,0.0325501664512557,0.4333786964416504,0.0035176961682736,0.0639232783654006,0.0639232783654006,0.0,20,10,0,0,0
frottinged,frotting,UNOFFENSIVE,0.8,0.1841262826928869,0.9960632920265198,0.0697969458997249,0.2310211825883016,0.2310211825883016,10.0,20,10,0,0,0
fuck buttonsbag,fuck buttons,CRITICAL,0.95,0.995579159259796,0.9986274242401124,0.9968208968639374,0.99625650703907,0.99625650703907,100.0,20,15,0,0,1
fuck buttonsed,fuck buttons,CRITICAL,0.95,0.9881924241781236,0.9974518418312072,0.9865742027759552,0.9886328995227812,0.9886328995227812,100.0,20,14,0,0,1
fuck buttonshead,fuck buttons,CRITICAL,0.95,0.9957754582166672,0.9987712502479552,0.9966095387935638,0.9963252615928648,0.9963252615928648,100.0,20,16,0,0,1
fuck buttonsface,fuck buttons,CRITICAL,0.95,0.9945482224225998,0.9981732368469238,0.9957258999347688,0.9952640271186828,0.9952640271186828,100.0,20,16,0,0,1
fuck buttonss,fuck buttons,CRITICAL,0.95,0.991475224494934,0.9982221722602844,0.9919244349002838,0.992284682393074,0.992284682393074,100.0,20,13,0,0,1
fuck buttonsing,fuck buttons,CRITICAL,0.95,0.9897027105093004,0.9973618388175964,0.9890476763248444,0.9902721130847932,0.9902721130847932,100.0,20,15,0,0,1
fuck buttonsly,fuck buttons,CRITICAL,0.95,0.9896967589855196,0.997583508491516,0.9902104735374452,0.9906395483016968,0.9906395483016968,100.0,20,14,0,0,1
fuck buttonser,fuck buttons,CRITICAL,0.95,0.9921304970979692,0.9973617196083068,0.992372900247574,0.9927263402938844,0.9927263402938844,100.0,20,14,0,0,1
fuck buttonses,fuck buttons,CRITICAL,0.95,0.9924367934465408,0.9978085160255432,0.9927178025245668,0.9930582684278488,0.9930582684278488,100.0,20,14,0,0,1
fuck buttons,fuck buttons,CRITICAL,0.95,0.991903281211853,0.9975324869155884,0.9935948848724364,0.9929736828804016,0.9929736828804016,100.0,20,12,0,0,1
fuck buttonsy,fuck buttons,CRITICAL,0.95,0.9895805418491364,0.9975963234901428,0.9890266954898834,0.9902159661054613,0.9902159661054613,100.0,20,13,0,0,1
fuck buttonswad,fuck buttons,CRITICAL,0.95,0.994949957728386,0.9979225993156432,0.995964765548706,0.9955516642332076,0.9955516642332076,100.0,20,15,0,0,1
fudge packer,fudge packer,LOW,0.5,0.2552560999523848,0.7403000593185425,0.2040356695652008,0.2883943667728454,0.2883943667728454,0.0,20,12,0,0,1
fudge packers,fudge packer,UNOFFENSIVE,0.8368009612732568,0.1212278603226877,0.7025755047798157,0.0673492401838302,0.1631990387267433,0.1631990387267433,0.0,20,13,0,0,1
fudge packerface,fudge packer,LOW,0.5,0.3195967715466395,0.8695269227027893,0.2398074716329574,0.3506529966881498,0.3506529966881498,5.0,20,16,0,0,1
fudge packered,fudge packer,LOW,0.5,0.2446559621021151,0.8577107787132263,0.1815013140439987,0.2870150493457913,0.2870150493457913,5.0,20,14,0,0,1
fudge packerly,fudge packer,UNOFFENSIVE,0.8,0.1948873482295312,0.9929627776145936,0.0358000956475734,0.2269687153934501,0.2269687153934501,15.0,20,14,0,0,1
fudge packerwad,fudge packer,LOW,0.5,0.4069170252885669,0.8922646045684814,0.4107383340597152,0.4565981758479028,0.4565981758479028,10.0,20,15,0,0,1
fudge packeres,fudge packer,LOW,0.5,0.2589070854242891,0.8144253492355347,0.1533664539456367,0.2827967223618179,0.2827967223618179,5.0,20,14,0,0,1
fudge packerhead,fudge packer,LOW,0.5,0.4428347340784967,0.8738303780555725,0.4580609649419784,0.4905021677352488,0.4905021677352488,15.0,20,16,0,0,1
fudge packerbag,fudge packer,LOW,0.5,0.4131645692512393,0.8867633938789368,0.4219624996185303,0.4631638308241963,0.4631638308241963,5.0,20,15,0,0,1
fudge packering,fudge packer,LOW,0.5,0.209118383587338,0.8148238062858582,0.1584244668483734,0.2544807508355006,0.2544807508355006,5.0,20,15,0,0,1
fudge packerer,fudge packer,LOW,0.5,0.2937658349750564,0.9470348358154296,0.1016012579202652,0.3014433619426563,0.3014433619426563,5.0,20,14,0,0,1
fudge packery,fudge packer,UNOFFENSIVE,0.8,0.2129468379891477,0.7313232421875,0.1531903892755508,0.2468575437949039,0.2468575437949039,0.0,20,13,0,0,1
fudgepackers,fudgepacker,LOW,0.5,0.2461671750876121,0.929983139038086,0.0799556486308574,0.264685313545633,0.264685313545633,5.0,20,12,0,0,0
fudgepackeres,fudgepacker,LOW,0.5,0.2117517812177539,0.997122585773468,0.0852089188992977,0.2523260029777884,0.2523260029777884,10.0,20,13,0,0,0
fudgepackerhead,fudgepacker,LOW,0.5,0.4199041699816007,0.9268474578857422,0.367138147354126,0.4547686919837724,0.4547686919837724,20.0,20,15,0,0,0
fudgepackerface,fudgepacker,LOW,0.5,0.4072403960279189,0.9975813627243042,0.3820484429597854,0.4587169067771173,0.4587169067771173,20.0,20,15,0,0,0
fudgepacker,fudgepacker,UNOFFENSIVE,0.8,0.1899274548632092,0.700404167175293,0.0771908722817897,0.2071541513199917,0.2071541513199917,0.0,20,11,0,0,0
fudgepackery,fudgepacker,UNOFFENSIVE,0.8,0.1850999600195791,0.9541323781013488,0.0855882987380027,0.2321497034432832,0.2321497034432832,10.0,20,12,0,0,0
fudgepackerly,fudgepacker,UNOFFENSIVE,0.8219047842297005,0.1267112604138674,0.993846833705902,0.0089459205046296,0.1780952157702995,0.1780952157702995,10.0,20,13,0,0,0
fudgepackerbag,fudgepacker,LOW,0.5,0.4076954006450251,0.9890174865722656,0.411322683095932,0.4669157939730212,0.4669157939730212,10.0,20,14,0,0,0
fudgepackerwad,fudgepacker,LOW,0.5,0.3287428946117871,0.9741029143333436,0.2758254334330559,0.3774036582303233,0.3774036582303233,10.0,20,14,0,0,0
fudgepackerer,fudgepacker,LOW,0.5,0.2513875483244192,0.9844837784767152,0.0307368468493223,0.2585019608971197,0.2585019608971197,25.0,20,13,0,0,0
fudgepackered,fudgepacker,UNOFFENSIVE,0.8,0.1791831436567008,0.9749658107757568,0.0751068443059921,0.2275385205633938,0.2275385205633938,10.0,20,13,0,0,0
fudgepackering,fudgepacker,LOW,0.5,0.2640330098802224,0.9958016276359558,0.0622654445469379,0.2766796020558104,0.2766796020558104,20.0,20,14,0,0,0
futanarihead,futanari,LOW,0.5,0.3791778305632761,0.9272136688232422,0.2793904170393944,0.4040451903321082,0.4040451903321082,15.0,20,12,0,0,0
futanaries,futanari,UNOFFENSIVE,0.8,0.1760440742829814,0.9818642139434814,0.0303943073377013,0.2129311581654474,0.2129311581654474,10.0,20,10,0,0,0
futanariing,futanari,UNOFFENSIVE,0.8063929495488992,0.1452434952225303,0.9870561361312866,0.0258511323481798,0.1936070504511008,0.1936070504511008,5.0,20,11,0,0,0
futanari,futanari,UNOFFENSIVE,0.8928014123893808,0.0689451646234374,0.6287150382995605,0.0098666166886687,0.1071985876106191,0.1071985876106191,0.0,20,8,0,0,0
futanaribag,futanari,UNOFFENSIVE,0.8,0.1849360389751382,0.8861486911773682,0.008018227526918,0.2019819607608951,0.2019819607608951,10.0,20,11,0,0,0
futanariface,futanari,UNOFFENSIVE,0.821177991705481,0.1345425532315857,0.9336662888526917,0.015766158234328,0.178822008294519,0.178822008294519,5.0,20,12,0,0,0
futanariy,futanari,UNOFFENSIVE,0.8497921454970492,0.0899334469548193,0.94942706823349,0.0043502650223672,0.1502078545029508,0.1502078545029508,5.0,20,9,0,0,0
futanarier,futanari,UNOFFENSIVE,0.8492873547197086,0.1275075923855183,0.6991679668426514,0.0143043105490505,0.1507126452802913,0.1507126452802913,0.0,20,10,0,0,0
futanarily,futanari,UNOFFENSIVE,0.8394817140890518,0.107912536864751,0.9258100986480712,0.0106325130909681,0.1605182859109482,0.1605182859109482,5.0,20,10,0,0,0
futanariwad,futanari,UNOFFENSIVE,0.8357307239808143,0.1445342279970645,0.7542384266853333,0.0070829885080456,0.1642692760191857,0.1642692760191857,0.0,20,11,0,0,0
futanaried,futanari,UNOFFENSIVE,0.8794656138727441,0.0650051050412003,0.8101721405982971,0.0017136968090198,0.1205343861272558,0.1205343861272558,5.0,20,10,0,0,0
futanaris,futanari,UNOFFENSIVE,0.8254013461916474,0.1456893291062442,0.8496838808059692,0.0073888942133635,0.1745986538083525,0.1745986538083525,5.0,20,9,0,0,0
gangbangface,gangbang,LOW,0.5,0.265135240778909,0.9984537363052368,0.1553966328501701,0.3055455079529201,0.3055455079529201,10.0,20,12,0,0,0
gangbangwad,gangbang,LOW,0.5,0.3035329579433892,0.9976867437362672,0.073056785389781,0.3038054847565945,0.3038054847565945,15.0,20,11,0,0,0
gangbanghead,gangbang,LOW,0.5,0.3409841970831621,0.9937857389450072,0.2175849378108978,0.3692445734876673,0.3692445734876673,15.0,20,12,0,0,0
gangbangly,gangbang,UNOFFENSIVE,0.9182480206224136,0.0503755563637241,0.5013954043388367,0.0046236837515607,0.0817519793775864,0.0817519793775864,0.0,20,10,0,0,0
gangbanges,gangbang,UNOFFENSIVE,0.8,0.1649913642846513,0.9946774244308472,0.0486805848777294,0.2130667364771943,0.2130667364771943,5.0,20,10,0,0,0
gangbangbag,gangbang,LOW,0.5,0.3264377336017787,0.9984834790229796,0.2220570594072342,0.3623281058855355,0.3623281058855355,10.0,20,11,0,0,0
gangbangy,gangbang,UNOFFENSIVE,0.8,0.1746224825823446,0.9965860843658448,0.0085475712548941,0.2069963693624595,0.2069963693624595,15.0,20,9,0,0,0
gangbanging,gangbang,UNOFFENSIVE,0.821765348148765,0.1277003019407857,0.964433491230011,0.017237071879208,0.1782346518512349,0.1782346518512349,10.0,20,11,0,0,0
gangbanged,gangbang,UNOFFENSIVE,0.8815614392934367,0.0795040233526378,0.6879480481147766,0.0064711396116763,0.1184385607065632,0.1184385607065632,0.0,20,10,0,0,0
gangbang,gangbang,LOW,0.5,0.2328181332850363,0.9955548644065856,0.0366302654147148,0.2502354460360948,0.2502354460360948,20.0,20,8,0,0,0
gangbangs,gangbang,UNOFFENSIVE,0.8372989828634309,0.0992104226519586,0.9886877536773682,0.0143532939255237,0.1627010171365691,0.1627010171365691,5.0,20,9,0,0,0
gangbanger,gangbang,LOW,0.5,0.2696453316719271,0.9942033886909484,0.1173193491995334,0.2964033426321111,0.2964033426321111,10.0,20,10,0,0,0
gang bangly,gang bang,UNOFFENSIVE,0.8436523124494124,0.0875063111830968,0.982729434967041,0.0185698578134179,0.1563476875505876,0.1563476875505876,5.0,20,11,0,0,1
gang banghead,gang bang,LOW,0.5691496213455685,0.4834026727708987,0.9710672497749328,0.6066709756851196,0.5691496213455685,0.5691496213455685,25.0,20,13,0,0,1
gang banging,gang bang,UNOFFENSIVE,0.8,0.1577283479884499,0.9981243014335632,0.067667931318283,0.2147498183319112,0.2147498183319112,5.0,20,12,0,0,1
gang banged,gang bang,UNOFFENSIVE,0.8448519024916459,0.0886483031150419,0.9671579599380492,0.0174777321517467,0.1551480975083541,0.1551480975083541,5.0,20,11,0,0,1
gang banger,gang bang,LOW,0.5,0.2953743426303845,0.847207248210907,0.1779924780130386,0.315343073803233,0.315343073803233,5.0,20,11,0,0,1
gang bangbag,gang bang,LOW,0.5,0.3816301451064646,0.891945481300354,0.276541106402874,0.4011349671147764,0.4011349671147764,20.0,20,12,0,0,1
gang bangface,gang bang,LOW,0.5,0.2586819702759385,0.9986666440963744,0.072627717629075,0.2768641618639231,0.2768641618639231,5.0,20,13,0,0,1
gang bangy,gang bang,UNOFFENSIVE,0.8019612740457523,0.15806370031205,0.9899780750274658,0.0140089942142367,0.1980387259542476,0.1980387259542476,10.0,20,10,0,0,1
gang bangwad,gang bang,LOW,0.5,0.2413683319813571,0.9214923977851868,0.070134088397026,0.2580104654864408,0.2580104654864408,5.0,20,12,0,0,1
gang bang,gang bang,UNOFFENSIVE,0.8,0.1705188586085569,0.986741840839386,0.0297904694452881,0.2099226400826592,0.2099226400826592,10.0,20,9,0,0,1
gang banges,gang bang,UNOFFENSIVE,0.8,0.164114460546989,0.9731263518333436,0.0402824506163597,0.2078660466964356,0.2078660466964356,5.0,20,11,0,0,1
gang bangs,gang bang,UNOFFENSIVE,0.8642068338283571,0.0612449994427152,0.9880757331848145,0.0007953106251079,0.1357931661716429,0.1357931661716429,5.0,20,10,0,0,1
